"","CodeYear","X","iso2c","code","year","country","trade","gdppc","education","competitiveness","urban","id","cocscore","Country","Year","Code","aca_pres","aca_year","aca_yrsince","foia_pres","foia_year","foia_yrssince"
"2109","RUS2008",3444,"RU","RUS",2008,"Russia",53.38246604,3.21e+12,83.27176,NA,73.598,2106,-1.049595237,"Russia",2008,"RUS",0,0,NA,0,2010,-2
"2110","RUS2009",3445,"RU","RUS",2009,"Russia",48.43506103,2.96e+12,84.95723,NA,73.642,2322,-1.087615848,"Russia",2009,"RUS",0,0,NA,0,2010,-1
"2111","RUS2010",3446,"RU","RUS",2010,"Russia",50.35550549,3.09e+12,NA,NA,73.687,2538,-1.058703423,"Russia",2010,"RUS",0,0,NA,1,2010,0
"2112","RWA1996",3451,"RW","RWA",1996,"Rwanda",32.23006582,4441096054,NA,NA,11.374,163,-0.930731416,"Rwanda",1996,"RWA",0,0,NA,0,0,NA
"2113","RWA1997",3452,"RW","RWA",1997,"Rwanda",33.46746051,5056176865,NA,NA,12.466,NA,NA,"Rwanda",1997,"RWA",0,0,NA,0,0,NA
"2114","RWA1998",3453,"RW","RWA",1998,"Rwanda",28.79446359,5504086862,NA,NA,13.244,379,-0.784573913,"Rwanda",1998,"RWA",0,0,NA,0,0,NA
"2115","RWA1999",3454,"RW","RWA",1999,"Rwanda",30.7474641,5921356996,9.33335,NA,14.064,NA,NA,"Rwanda",1999,"RWA",0,0,NA,0,0,NA
"2116","RWA2000",3455,"RW","RWA",2000,"Rwanda",31.19816888,6413937214,10.65709,NA,14.926,595,-0.645411074,"Rwanda",2000,"RWA",0,0,NA,0,0,NA
"2117","RWA2001",3456,"RW","RWA",2001,"Rwanda",32.75497962,6969958493,10.84653,NA,15.829,NA,NA,"Rwanda",2001,"RWA",0,0,NA,0,0,NA
"2118","RWA2002",3457,"RW","RWA",2002,"Rwanda",30.7499373,7911636819,11.56305,NA,16.777,811,-0.462244391,"Rwanda",2002,"RWA",0,0,NA,0,0,NA
"2119","RWA2003",3458,"RW","RWA",2003,"Rwanda",32,8026461203,12.85327,NA,17.598,1027,-0.60455507,"Rwanda",2003,"RWA",0,0,NA,0,0,NA
"2120","RWA2004",3459,"RW","RWA",2004,"Rwanda",35.88362069,8584010532,14.51309,NA,18.426,1243,-0.478096336,"Rwanda",2004,"RWA",0,0,NA,0,0,NA
"2121","RWA2005",3460,"RW","RWA",2005,"Rwanda",36.66666667,9177337461,15.98657,168,19.282,1459,-0.74160552,"Rwanda",2005,"RWA",0,0,NA,0,0,NA
"2122","RWA2006",3461,"RW","RWA",2006,"Rwanda",37.58741259,10024889312,18.05975,168,20.168,1675,-0.172137946,"Rwanda",2006,"RWA",0,0,NA,0,0,NA
"2123","RWA2007",3462,"RW","RWA",2007,"Rwanda",40.33898305,10788069486,20.66214,168,21.085,1891,0.014227863,"Rwanda",2007,"RWA",0,0,NA,0,0,NA
"2124","RWA2008",3463,"RW","RWA",2008,"Rwanda",40.56423942,11992283428,22.66981,160,22.033,2107,0.139370754,"Rwanda",2008,"RWA",0,0,NA,0,0,NA
"2125","RWA2009",3464,"RW","RWA",2009,"Rwanda",38.71395426,12743958372,27.20793,160,22.988,2323,0.133075252,"Rwanda",2009,"RWA",0,0,NA,0,0,NA
"2126","RWA2010",3465,"RW","RWA",2010,"Rwanda",40.05416792,13675881900,32.76186,148,23.952,2539,0.462566197,"Rwanda",2010,"RWA",0,0,NA,0,0,NA
"2127","SAM1996",4360,"WS","SAM",1996,"Samoa",81.90572517,672042797.5,74.40297,NA,21.616,164,-0.014623114,"Samoa",1996,"SAM",0,0,NA,0,0,NA
"2128","SAM1997",4361,"WS","SAM",1997,"Samoa",76.6847627,676366887.4,77.99146,NA,21.705,NA,NA,"Samoa",1997,"SAM",0,0,NA,0,0,NA
"2129","SAM1998",4362,"WS","SAM",1998,"Samoa",82.50632618,691212371.7,77.90487,NA,21.796,380,-0.125918508,"Samoa",1998,"SAM",0,0,NA,0,0,NA
"2130","SAM1999",4363,"WS","SAM",1999,"Samoa",87.37323548,706318395.5,78.98024,NA,21.886,NA,NA,"Samoa",1999,"SAM",0,0,NA,0,0,NA
"2131","SAM2000",4364,"WS","SAM",2000,"Samoa",81.09020928,755187084.1,78.4719,NA,21.977,596,-0.132766038,"Samoa",2000,"SAM",0,0,NA,0,0,NA
"2132","SAM2001",4365,"WS","SAM",2001,"Samoa",101.3367401,807595299.3,80.40665,NA,22.068,NA,NA,"Samoa",2001,"SAM",0,0,NA,0,0,NA
"2133","SAM2002",4366,"WS","SAM",2002,"Samoa",96.60116707,842677203.6,81.49819,NA,21.941,812,0.001563485,"Samoa",2002,"SAM",0,0,NA,0,0,NA
"2134","SAM2003",4367,"WS","SAM",2003,"Samoa",75.96813254,880728116.9,83.71569,NA,21.698,1028,0.081704557,"Samoa",2003,"SAM",0,0,NA,0,0,NA
"2135","SAM2004",4368,"WS","SAM",2004,"Samoa",72.88702629,921461809.5,83.59658,NA,21.457,1244,0.123730727,"Samoa",2004,"SAM",0,0,NA,0,0,NA
"2136","SAM2005",4369,"WS","SAM",2005,"Samoa",77.77374747,959762296.8,82.95329,224,21.218,1460,0.145057783,"Samoa",2005,"SAM",0,0,NA,0,0,NA
"2137","SAM2006",4370,"WS","SAM",2006,"Samoa",81.48194831,978658173.1,83.73961,224,20.981,1676,0.234578893,"Samoa",2006,"SAM",0,0,NA,0,0,NA
"2138","SAM2007",4371,"WS","SAM",2007,"Samoa",84.61744594,1040535223,83.88574,224,20.75,1892,0.224853501,"Samoa",2007,"SAM",0,0,NA,0,0,NA
"2139","SAM2008",4372,"WS","SAM",2008,"Samoa",76.90412014,1051035126,NA,224,20.524,2108,0.220888987,"Samoa",2008,"SAM",0,0,NA,0,0,NA
"2140","SAM2009",4373,"WS","SAM",2009,"Samoa",81.9620667,1000498496,86.12701,224,20.3,2324,0.114416532,"Samoa",2009,"SAM",0,0,NA,0,0,NA
"2141","SAU1996",3546,"SA","SAU",1996,"Saudi Arabia",67.04229214,6.89e+11,NA,NA,78.91,167,-0.635408103,"Saudi Arabia",1996,"SAU",0,0,NA,0,0,NA
"2142","SAU1997",3547,"SA","SAU",1997,"Saudi Arabia",65.57123945,7.06e+11,NA,NA,79.147,NA,NA,"Saudi Arabia",1997,"SAU",0,0,NA,0,0,NA
"2143","SAU1998",3548,"SA","SAU",1998,"Saudi Arabia",56.47418448,7.26e+11,NA,NA,79.383,383,-0.691710889,"Saudi Arabia",1998,"SAU",0,0,NA,0,0,NA
"2144","SAU1999",3549,"SA","SAU",1999,"Saudi Arabia",58.11918375,7.21e+11,NA,NA,79.616,NA,NA,"Saudi Arabia",1999,"SAU",0,0,NA,0,0,NA
"2145","SAU2000",3550,"SA","SAU",2000,"Saudi Arabia",68.55461702,7.56e+11,NA,NA,79.848,599,-0.417413414,"Saudi Arabia",2000,"SAU",0,0,NA,0,0,NA
"2146","SAU2001",3551,"SA","SAU",2001,"Saudi Arabia",63.95141455,7.6e+11,NA,NA,80.077,NA,NA,"Saudi Arabia",2001,"SAU",0,0,NA,0,0,NA
"2147","SAU2002",3552,"SA","SAU",2002,"Saudi Arabia",64.95409912,7.61e+11,NA,NA,80.304,815,0.055249579,"Saudi Arabia",2002,"SAU",0,0,NA,0,0,NA
"2148","SAU2003",3553,"SA","SAU",2003,"Saudi Arabia",70.23307086,8.19e+11,NA,NA,80.53,1031,-0.197337404,"Saudi Arabia",2003,"SAU",0,0,NA,0,0,NA
"2149","SAU2004",3554,"SA","SAU",2004,"Saudi Arabia",75.08283666,8.95e+11,NA,NA,80.754,1247,-0.358757108,"Saudi Arabia",2004,"SAU",0,0,NA,0,0,NA
"2150","SAU2005",3555,"SA","SAU",2005,"Saudi Arabia",81.95407594,9.6e+11,86.16687,69,80.979,1463,-0.103094935,"Saudi Arabia",2005,"SAU",0,0,NA,0,0,NA
"2151","SAU2006",3556,"SA","SAU",2006,"Saudi Arabia",89.94460468,1.01e+12,NA,79,81.204,1679,-0.245530918,"Saudi Arabia",2006,"SAU",0,0,NA,0,0,NA
"2152","SAU2007",3557,"SA","SAU",2007,"Saudi Arabia",94.8633171,1.07e+12,90.35365,79,81.427,1895,-0.178754106,"Saudi Arabia",2007,"SAU",0,0,NA,0,0,NA
"2153","SAU2008",3558,"SA","SAU",2008,"Saudi Arabia",96.10263087,1.17e+12,NA,79,81.649,2111,-0.028327195,"Saudi Arabia",2008,"SAU",0,0,NA,0,0,NA
"2154","SAU2009",3559,"SA","SAU",2009,"Saudi Arabia",84.85834156,1.19e+12,95.67713,79,81.867,2327,-0.010753964,"Saudi Arabia",2009,"SAU",0,0,NA,0,0,NA
"2155","SAU2010",3560,"SA","SAU",2010,"Saudi Arabia",82.76853503,1.24e+12,NA,79,82.084,2543,0.056692898,"Saudi Arabia",2010,"SAU",0,0,NA,0,0,NA
"2156","SDN1996",3603,"SD","SDN",1996,"Sudan",23.2061102,61392541956,NA,NA,32.284,184,-1.276314974,"Sudan",1996,"SDN",0,2005,-9,0,0,NA
"2157","SDN1997",3604,"SD","SDN",1997,"Sudan",17.85861324,67879729978,NA,NA,32.337,NA,NA,"Sudan",1997,"SDN",0,2005,-8,0,0,NA
"2158","SDN1998",3605,"SD","SDN",1998,"Sudan",21.87513604,70804330930,NA,NA,32.39,400,-1.015855551,"Sudan",1998,"SDN",0,2005,-7,0,0,NA
"2159","SDN1999",3606,"SD","SDN",1999,"Sudan",24.71436749,73002165107,NA,NA,32.442,NA,NA,"Sudan",1999,"SDN",0,2005,-6,0,0,NA
"2160","SDN2000",3607,"SD","SDN",2000,"Sudan",29.40423446,77634785973,NA,NA,32.495,616,-0.799846411,"Sudan",2000,"SDN",0,2005,-5,0,0,NA
"2161","SDN2001",3608,"SD","SDN",2001,"Sudan",24.19332776,82681326874,33.38243,NA,32.548,NA,NA,"Sudan",2001,"SDN",0,2005,-4,0,0,NA
"2162","SDN2002",3609,"SD","SDN",2002,"Sudan",31.39638942,87995482217,33.3549,NA,32.601,832,-1.02262044,"Sudan",2002,"SDN",0,2005,-3,0,0,NA
"2163","SDN2003",3610,"SD","SDN",2003,"Sudan",31.99763154,94801573496,34.64472,NA,32.654,1048,-1.240133166,"Sudan",2003,"SDN",0,2005,-2,0,0,NA
"2164","SDN2004",3611,"SD","SDN",2004,"Sudan",37.79031548,98483009912,37.78452,NA,32.707,1264,-1.276194096,"Sudan",2004,"SDN",0,2005,-1,0,0,NA
"2165","SDN2005",3612,"SD","SDN",2005,"Sudan",47.58002131,1.06e+11,37.52534,180,32.76,1480,-1.449621677,"Sudan",2005,"SDN",1,2005,0,0,0,NA
"2166","SDN2006",3613,"SD","SDN",2006,"Sudan",45.7449141,1.17e+11,35.71971,180,32.813,1696,-1.169219017,"Sudan",2006,"SDN",1,2005,1,0,0,NA
"2167","SDN2007",3614,"SD","SDN",2007,"Sudan",44.55307091,1.3e+11,35.01928,180,32.866,1912,-1.343242526,"Sudan",2007,"SDN",1,2005,2,0,0,NA
"2168","SDN2008",3615,"SD","SDN",2008,"Sudan",43.68505192,1.4e+11,37.02525,180,32.919,2128,-1.484348655,"Sudan",2008,"SDN",1,2005,3,0,0,NA
"2169","SDN2009",3616,"SD","SDN",2009,"Sudan",35.96704522,1.45e+11,40.92257,180,32.99,2344,-1.214814186,"Sudan",2009,"SDN",1,2005,4,0,0,NA
"2170","SDN2010",3617,"SD","SDN",2010,"Sudan",36.97560936,1.5e+11,41.18059,180,33.08,2560,-1.256675005,"Sudan",2010,"SDN",1,2005,5,0,0,NA
"2171","SEN1996",3736,"SN","SEN",1996,"Senegal",59.74860813,15828344042,14.7238,NA,39.765,168,-0.221413642,"Senegal",1996,"SEN",0,2004,-8,0,0,NA
"2172","SEN1997",3737,"SN","SEN",1997,"Senegal",60.86698756,16322826784,14.53931,NA,39.91,NA,NA,"Senegal",1997,"SEN",0,2004,-7,0,0,NA
"2173","SEN1998",3738,"SN","SEN",1998,"Senegal",61.95883844,17285656881,14.47632,NA,40.055,384,-0.196166784,"Senegal",1998,"SEN",0,2004,-6,0,0,NA
"2174","SEN1999",3739,"SN","SEN",1999,"Senegal",63.11063512,18384997521,15.28732,NA,40.2,NA,NA,"Senegal",1999,"SEN",0,2004,-5,0,0,NA
"2175","SEN2000",3740,"SN","SEN",2000,"Senegal",65.14190693,18970861040,15.8473,NA,40.345,600,-0.112979792,"Senegal",2000,"SEN",0,2004,-4,0,0,NA
"2176","SEN2001",3741,"SN","SEN",2001,"Senegal",66.49058544,19839900329,16.07868,NA,40.49,NA,NA,"Senegal",2001,"SEN",0,2004,-3,0,0,NA
"2177","SEN2002",3742,"SN","SEN",2002,"Senegal",67.5141107,19969812729,17.39681,NA,40.636,816,0.309991628,"Senegal",2002,"SEN",0,2004,-2,0,0,NA
"2178","SEN2003",3743,"SN","SEN",2003,"Senegal",65.35930544,21304440871,NA,NA,40.782,1032,-0.143113211,"Senegal",2003,"SEN",0,2004,-1,0,0,NA
"2179","SEN2004",3744,"SN","SEN",2004,"Senegal",66.90739929,22555176066,20.00194,NA,40.943,1248,-0.054972477,"Senegal",2004,"SEN",1,2004,0,0,0,NA
"2180","SEN2005",3745,"SN","SEN",2005,"Senegal",69.44158564,23823364942,22.01669,696,41.119,1464,-0.029073734,"Senegal",2005,"SEN",1,2004,1,0,0,NA
"2181","SEN2006",3746,"SN","SEN",2006,"Senegal",68.72369222,24409793807,23.71056,696,41.311,1680,-0.434696406,"Senegal",2006,"SEN",1,2004,2,0,0,NA
"2182","SEN2007",3747,"SN","SEN",2007,"Senegal",73.29149467,25615267833,NA,696,41.518,1896,-0.553363681,"Senegal",2007,"SEN",1,2004,3,0,0,NA
"2183","SEN2008",3748,"SN","SEN",2008,"Senegal",78.55765436,26558556322,29.74368,666,41.74,2112,-0.53542465,"Senegal",2008,"SEN",1,2004,4,0,0,NA
"2184","SEN2009",3749,"SN","SEN",2009,"Senegal",65.48720886,27202116862,NA,666,41.977,2328,-0.528086364,"Senegal",2009,"SEN",1,2004,5,0,0,NA
"2185","SEN2010",3750,"SN","SEN",2010,"Senegal",65.11009242,28338992087,35.5977,666,42.23,2544,-0.693868577,"Senegal",2010,"SEN",1,2004,6,0,0,NA
"2186","SGP1996",3641,"SG","SGP",1996,"Singapore",335.9331653,1.7e+11,NA,NA,100,172,2.169824123,"Singapore",1996,"SGP",1,1952,44,0,0,NA
"2187","SGP1997",3642,"SG","SGP",1997,"Singapore",325.3933642,1.84e+11,NA,NA,100,NA,NA,"Singapore",1997,"SGP",1,1952,45,0,0,NA
"2188","SGP1998",3643,"SG","SGP",1998,"Singapore",313.8848706,1.8e+11,NA,NA,100,388,2.229588985,"Singapore",1998,"SGP",1,1952,46,0,0,NA
"2189","SGP1999",3644,"SG","SGP",1999,"Singapore",337.5439573,1.91e+11,NA,NA,100,NA,NA,"Singapore",1999,"SGP",1,1952,47,0,0,NA
"2190","SGP2000",3645,"SG","SGP",2000,"Singapore",366.0708871,2.08e+11,NA,NA,100,604,2.2897048,"Singapore",2000,"SGP",1,1952,48,0,0,NA
"2191","SGP2001",3646,"SG","SGP",2001,"Singapore",352.7492263,2.06e+11,NA,NA,100,NA,NA,"Singapore",2001,"SGP",1,1952,49,0,0,NA
"2192","SGP2002",3647,"SG","SGP",2002,"Singapore",354.2779896,2.15e+11,NA,NA,100,820,2.355548382,"Singapore",2002,"SGP",1,1952,50,0,0,NA
"2193","SGP2003",3648,"SG","SGP",2003,"Singapore",382.7914067,2.24e+11,NA,NA,100,1036,2.264781713,"Singapore",2003,"SGP",1,1952,51,0,0,NA
"2194","SGP2004",3649,"SG","SGP",2004,"Singapore",406.2920755,2.46e+11,NA,NA,100,1252,2.416692972,"Singapore",2004,"SGP",1,1952,52,0,0,NA
"2195","SGP2005",3650,"SG","SGP",2005,"Singapore",422.3304601,2.64e+11,NA,49,100,1468,2.194944859,"Singapore",2005,"SGP",1,1952,53,0,0,NA
"2196","SGP2006",3651,"SG","SGP",2006,"Singapore",430.3576128,2.88e+11,NA,49,100,1684,2.193986654,"Singapore",2006,"SGP",1,1952,54,0,0,NA
"2197","SGP2007",3652,"SG","SGP",2007,"Singapore",398.6578055,3.14e+11,NA,49,100,1900,2.24790597,"Singapore",2007,"SGP",1,1952,55,0,0,NA
"2198","SGP2008",3653,"SG","SGP",2008,"Singapore",439.6566811,3.19e+11,NA,84,100,2116,2.252928257,"Singapore",2008,"SGP",1,1952,56,0,0,NA
"2199","SGP2009",3654,"SG","SGP",2009,"Singapore",360.2307242,3.17e+11,NA,85.5,100,2332,2.252589464,"Singapore",2009,"SGP",1,1952,57,0,0,NA
"2200","SGP2010",3655,"SG","SGP",2010,"Singapore",372.0993631,3.66e+11,NA,85.5,100,2548,2.212916374,"Singapore",2010,"SGP",1,1952,58,0,0,NA
"2201","SLB1996",3565,"SB","SLB",1996,"Solomon Islands",90.23119667,833687325.7,NA,NA,14.869,175,NA,"Solomon Islands",1996,"SLB",0,0,NA,0,0,NA
"2202","SLB1997",3566,"SB","SLB",1997,"Solomon Islands",104.2541096,821684949.1,NA,NA,15.076,NA,NA,"Solomon Islands",1997,"SLB",0,0,NA,0,0,NA
"2203","SLB1998",3567,"SB","SLB",1998,"Solomon Islands",88.85852799,836342710.9,NA,NA,15.285,391,-0.581803143,"Solomon Islands",1998,"SLB",0,0,NA,0,0,NA
"2204","SLB1999",3568,"SB","SLB",1999,"Solomon Islands",77.79254179,832306515.2,25.64634,NA,15.496,NA,NA,"Solomon Islands",1999,"SLB",0,0,NA,0,0,NA
"2205","SLB2000",3569,"SB","SLB",2000,"Solomon Islands",62.72242796,713557324.4,20.51939,NA,15.813,607,-0.754866898,"Solomon Islands",2000,"SLB",0,0,NA,0,0,NA
"2206","SLB2001",3570,"SB","SLB",2001,"Solomon Islands",52.40233926,656625693.5,24.54573,NA,16.201,NA,NA,"Solomon Islands",2001,"SLB",0,0,NA,0,0,NA
"2207","SLB2002",3571,"SB","SLB",2002,"Solomon Islands",50.54631437,638240157.5,31.66127,NA,16.597,823,-1.241007447,"Solomon Islands",2002,"SLB",0,0,NA,0,0,NA
"2208","SLB2003",3572,"SB","SLB",2003,"Solomon Islands",58.08208208,679725779.5,NA,NA,17.001,1039,-1.260638595,"Solomon Islands",2003,"SLB",0,0,NA,0,0,NA
"2209","SLB2004",3573,"SB","SLB",2004,"Solomon Islands",73.29747827,713021269.6,NA,NA,17.413,1255,-0.519577444,"Solomon Islands",2004,"SLB",0,0,NA,0,0,NA
"2210","SLB2005",3574,"SB","SLB",2005,"Solomon Islands",88.67712645,751675530.4,30.39605,80,17.832,1471,0.064719193,"Solomon Islands",2005,"SLB",0,0,NA,0,0,NA
"2211","SLB2006",3575,"SB","SLB",2006,"Solomon Islands",93.37323397,803891798.6,35.00299,80,18.259,1687,-0.29580918,"Solomon Islands",2006,"SLB",0,0,NA,0,0,NA
"2212","SLB2007",3576,"SB","SLB",2007,"Solomon Islands",105.6742213,862736688.4,35.69031,80,18.694,1903,-0.629218936,"Solomon Islands",2007,"SLB",0,0,NA,0,0,NA
"2213","SLB2008",3577,"SB","SLB",2008,"Solomon Islands",111.5,923943500.8,NA,80,19.138,2119,-0.514573514,"Solomon Islands",2008,"SLB",0,0,NA,0,0,NA
"2214","SLB2009",3578,"SB","SLB",2009,"Solomon Islands",96.9,880260630.5,NA,80,19.589,2335,-0.377368957,"Solomon Islands",2009,"SLB",0,0,NA,0,0,NA
"2215","SLB2010",3579,"SB","SLB",2010,"Solomon Islands",132.3502216,940959502.6,48.63547,80,20.048,2551,-0.424821913,"Solomon Islands",2010,"SLB",0,0,NA,0,0,NA
"2216","SLE1996",3698,"SL","SLE",1996,"Sierra Leone",49.59553065,4170049863,NA,NA,34.667,171,-0.773554325,"Sierra Leone",1996,"SLE",0,2008,-12,0,0,NA
"2217","SLE1997",3699,"SL","SLE",1997,"Sierra Leone",28.27802404,3924972613,NA,NA,34.905,NA,NA,"Sierra Leone",1997,"SLE",0,2008,-11,0,0,NA
"2218","SLE1998",3700,"SL","SLE",1998,"Sierra Leone",35.33267956,3995033934,NA,NA,35.144,387,-0.870935082,"Sierra Leone",1998,"SLE",0,2008,-10,0,0,NA
"2219","SLE1999",3701,"SL","SLE",1999,"Sierra Leone",33.7491637,3915960803,NA,NA,35.384,NA,NA,"Sierra Leone",1999,"SLE",0,2008,-9,0,0,NA
"2220","SLE2000",3702,"SL","SLE",2000,"Sierra Leone",57.5299629,4176479020,NA,NA,35.626,603,-0.912776649,"Sierra Leone",2000,"SLE",0,2008,-8,0,0,NA
"2221","SLE2001",3703,"SL","SLE",2001,"Sierra Leone",35.78502112,3878265065,27.13559,NA,35.867,NA,NA,"Sierra Leone",2001,"SLE",0,2008,-7,0,0,NA
"2222","SLE2002",3704,"SL","SLE",2002,"Sierra Leone",38.82995536,4897030094,NA,NA,36.109,819,-0.747114122,"Sierra Leone",2002,"SLE",0,2008,-6,0,0,NA
"2223","SLE2003",3705,"SL","SLE",2003,"Sierra Leone",46.38693669,5356488310,NA,NA,36.352,1035,-0.907202601,"Sierra Leone",2003,"SLE",0,2008,-5,0,0,NA
"2224","SLE2004",3706,"SL","SLE",2004,"Sierra Leone",46.14000999,5700242912,NA,NA,36.596,1251,-0.876574755,"Sierra Leone",2004,"SLE",0,2008,-4,0,0,NA
"2225","SLE2005",3707,"SL","SLE",2005,"Sierra Leone",47.52473942,5947205047,NA,390,36.84,1467,-1.094539523,"Sierra Leone",2005,"SLE",0,2008,-3,0,0,NA
"2226","SLE2006",3708,"SL","SLE",2006,"Sierra Leone",41.91279546,6275837672,NA,390,37.096,1683,-1.05024755,"Sierra Leone",2006,"SLE",0,2008,-2,0,0,NA
"2227","SLE2007",3709,"SL","SLE",2007,"Sierra Leone",40.29538717,6781564853,NA,390,37.364,1899,-0.89561069,"Sierra Leone",2007,"SLE",0,2008,-1,0,0,NA
"2228","SLE2008",3710,"SL","SLE",2008,"Sierra Leone",39.21347662,7147747433,NA,390,37.645,2115,-0.963051736,"Sierra Leone",2008,"SLE",1,2008,0,0,0,NA
"2229","SLE2009",3711,"SL","SLE",2009,"Sierra Leone",41.43653024,7375532253,NA,348,37.937,2331,-0.938531041,"Sierra Leone",2009,"SLE",1,2008,1,0,0,NA
"2230","SLE2010",3712,"SL","SLE",2010,"Sierra Leone",51.26780224,7769875748,NA,348,38.241,2547,-0.77319032,"Sierra Leone",2010,"SLE",1,2008,2,0,0,NA
"2231","SLV1996",3831,"SV","SLV",1996,"El Salvador",55.00751297,32670734673,NA,NA,55.254,60,-0.900336683,"El Salvador",1996,"SLV",0,0,NA,0,2011,-15
"2232","SLV1997",3832,"SV","SLV",1997,"El Salvador",63.44580456,34058045964,NA,NA,56.53,NA,NA,"El Salvador",1997,"SLV",0,0,NA,0,2011,-14
"2233","SLV1998",3833,"SV","SLV",1998,"El Salvador",61.87335532,35334788843,56.03756,NA,57.8,276,-0.809845805,"El Salvador",1998,"SLV",0,0,NA,0,2011,-13
"2234","SLV1999",3834,"SV","SLV",1999,"El Salvador",62.21730166,36553520492,56.60891,NA,58.357,NA,NA,"El Salvador",1999,"SLV",0,0,NA,0,2011,-12
"2235","SLV2000",3835,"SV","SLV",2000,"El Salvador",69.83424825,37340390764,58.49634,NA,58.912,492,-0.504208565,"El Salvador",2000,"SLV",0,0,NA,0,2011,-11
"2236","SLV2001",3836,"SV","SLV",2001,"El Salvador",67.46544846,37978514292,60.13508,NA,59.464,NA,NA,"El Salvador",2001,"SLV",0,0,NA,0,2011,-10
"2237","SLV2002",3837,"SV","SLV",2002,"El Salvador",67.44392487,38867523994,63.06101,NA,60.014,708,-0.75836283,"El Salvador",2002,"SLV",0,0,NA,0,2011,-9
"2238","SLV2003",3838,"SV","SLV",2003,"El Salvador",70.04193611,39761491920,65.95671,NA,60.561,924,-0.372567594,"El Salvador",2003,"SLV",0,0,NA,0,2011,-8
"2239","SLV2004",3839,"SV","SLV",2004,"El Salvador",71.25513505,40497292477,69.21849,NA,61.107,1140,-0.395467371,"El Salvador",2004,"SLV",0,0,NA,0,2011,-7
"2240","SLV2005",3840,"SV","SLV",2005,"El Salvador",69.80133148,41940135886,68.53398,320,61.648,1356,-0.415667087,"El Salvador",2005,"SLV",0,0,NA,0,2011,-6
"2241","SLV2006",3841,"SV","SLV",2006,"El Salvador",71.84904074,43580812463,68.24402,320,62.187,1572,-0.186154053,"El Salvador",2006,"SLV",0,0,NA,0,2011,-5
"2242","SLV2007",3842,"SV","SLV",2007,"El Salvador",74.17743933,45254213324,68.35095,320,62.723,1788,-0.286799133,"El Salvador",2007,"SLV",0,0,NA,0,2011,-4
"2243","SLV2008",3843,"SV","SLV",2008,"El Salvador",76.58018758,45830854865,68.1611,320,63.252,2004,-0.29790014,"El Salvador",2008,"SLV",0,0,NA,0,2011,-3
"2244","SLV2009",3844,"SV","SLV",2009,"El Salvador",61.87164222,44394952971,69.74997,320,63.773,2220,-0.195709229,"El Salvador",2009,"SLV",0,0,NA,0,2011,-2
"2245","SLV2010",3845,"SV","SLV",2010,"El Salvador",68.76876316,45000848038,72.02085,320,64.286,2436,-0.233872339,"El Salvador",2010,"SLV",0,0,NA,0,2011,-1
"2246","SMR1996",3717,"SM","SMR",1996,"San Marino",NA,NA,NA,NA,92.052,165,NA,"San Marino",1996,"SMR",0,0,NA,0,0,NA
"2247","SMR1997",3718,"SM","SMR",1997,"San Marino",NA,NA,NA,NA,92.422,NA,NA,"San Marino",1997,"SMR",0,0,NA,0,0,NA
"2248","SMR1998",3719,"SM","SMR",1998,"San Marino",NA,NA,NA,NA,92.776,381,NA,"San Marino",1998,"SMR",0,0,NA,0,0,NA
"2249","SMR1999",3720,"SM","SMR",1999,"San Marino",NA,NA,NA,NA,93.115,NA,NA,"San Marino",1999,"SMR",0,0,NA,0,0,NA
"2250","SMR2000",3721,"SM","SMR",2000,"San Marino",NA,NA,NA,NA,93.44,597,NA,"San Marino",2000,"SMR",0,0,NA,0,0,NA
"2251","SMR2001",3722,"SM","SMR",2001,"San Marino",NA,NA,NA,NA,93.75,NA,NA,"San Marino",2001,"SMR",0,0,NA,0,0,NA
"2252","SMR2002",3723,"SM","SMR",2002,"San Marino",NA,NA,NA,NA,93.925,813,NA,"San Marino",2002,"SMR",0,0,NA,0,0,NA
"2253","SMR2003",3724,"SM","SMR",2003,"San Marino",NA,NA,NA,NA,93.975,1029,NA,"San Marino",2003,"SMR",0,0,NA,0,0,NA
"2254","SMR2004",3725,"SM","SMR",2004,"San Marino",NA,NA,NA,NA,94.006,1245,NA,"San Marino",2004,"SMR",0,0,NA,0,0,NA
"2255","SMR2005",3726,"SM","SMR",2005,"San Marino",NA,NA,NA,NA,94.019,1461,NA,"San Marino",2005,"SMR",0,0,NA,0,0,NA
"2256","SMR2006",3727,"SM","SMR",2006,"San Marino",NA,NA,NA,NA,94.031,1677,NA,"San Marino",2006,"SMR",0,0,NA,0,0,NA
"2257","SMR2007",3728,"SM","SMR",2007,"San Marino",NA,NA,NA,NA,94.044,1893,NA,"San Marino",2007,"SMR",0,0,NA,0,0,NA
"2258","SMR2008",3729,"SM","SMR",2008,"San Marino",NA,NA,NA,NA,94.056,2109,NA,"San Marino",2008,"SMR",0,0,NA,0,0,NA
"2259","SMR2009",3730,"SM","SMR",2009,"San Marino",NA,NA,95.56856,NA,94.07,2325,NA,"San Marino",2009,"SMR",0,0,NA,0,0,NA
"2260","SMR2010",3731,"SM","SMR",2010,"San Marino",NA,NA,97.2095,NA,94.086,2541,NA,"San Marino",2010,"SMR",0,0,NA,0,0,NA
"2261","SOM1996",3755,"SO","SOM",1996,"Somalia",NA,NA,NA,NA,31.785,176,-1.740032315,"Somalia",1996,"SOM",0,2010,-14,0,0,NA
